"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","ANO","MES","NUM_AUDIENCIAS"
N,MS,1954,11,1
N,RS,2021,2,1
S,RO,2023,3,2
N,AL,2021,4,1
N,PI,1976,8,1
S,SP,2004,3,1
N,SP,2015,10,3
N,GO,2016,11,551
N,RO,2016,4,308
N,PE,2016,4,24
N,PR,1997,9,3
S,RO,2016,4,21
S,PR,2016,1,18
N,PR,2012,12,4
N,SE,2016,6,172
N,PR,1995,5,2
N,MA,1992,3,1
S,RJ,2019,10,31
N,PR,1980,11,1
S,RO,2016,3,17
N,MA,1989,5,1
N,PR,2016,6,1362
S,,2015,10,4
N,PR,2003,5,3
N,PI,2016,3,16
N,RO,2014,6,6
N,MA,2012,2,1
N,MA,2019,10,274
N,PR,2013,10,9
N,RS,2016,5,182
S,SC,2016,5,45
S,,2016,5,28
N,PR,2009,9,3
S,AC,2016,5,13
N,MA,2016,5,109
N,,1989,4,3
N,PE,2016,5,10
N,PR,2015,5,13
N,DF,1980,5,1
N,MA,2014,12,3
N,BA,2012,12,2
N,DF,1978,5,1
N,PB,2015,10,6
N,MA,2014,1,2
S,PR,2016,6,41
S,SC,2016,6,29
S,BA,2016,6,38
S,PA,2016,7,119
N,BA,2006,9,1
S,PR,1980,10,1
N,SP,1987,4,1
N,DF,2016,7,363
N,PR,2008,12,1
N,DF,1988,6,1
N,RO,2014,3,10
S,AP,2016,7,5
N,RO,2009,6,2
N,MG,2016,7,8
N,RS,2014,12,10
N,,2016,8,1568
S,SE,2016,8,4
N,PB,2016,8,171
N,PR,1998,6,2
N,RO,2010,7,1
S,PI,2016,8,12
S,TO,2016,8,3
S,BA,2016,8,22
N,GO,2016,2,6
S,DF,2016,8,12
N,,1997,8,5
N,PB,2013,10,1
N,PA,2014,8,2
N,SC,2001,8,1
N,PR,2016,9,1351
N,AL,2016,9,48
N,AL,2016,8,9
S,PI,2016,9,22
N,PB,2015,11,6
N,,1996,5,5
N,RO,2019,12,253
N,RO,2015,5,4
N,PB,2018,5,260
N,PA,2012,11,2
N,SP,2017,4,1888
N,,1990,4,3
S,PB,2016,9,8
N,MT,2016,9,13
N,RO,2010,9,2
N,,2011,10,20
N,RO,2008,11,3
N,,2003,9,1
N,SC,2016,10,294
N,RO,2016,10,303
S,SP,2016,10,41
N,MA,2016,10,127
N,PR,2005,6,2
N,,2006,8,6
N,MT,2019,6,345
N,GO,1998,3,2
N,PE,2016,2,1
N,BA,2015,10,2
N,PR,2008,2,1
N,RO,2009,10,2
N,SE,2016,11,99
N,PB,2016,11,192
S,PR,2016,11,37
N,SP,2019,4,5080
N,RO,2006,8,1
N,,2012,1,18
N,RO,2008,4,2
N,SP,2015,12,8
N,RO,2011,6,1
N,GO,2018,4,695
N,PR,1995,11,1
N,BA,2007,6,1
S,TO,2016,11,2
N,PA,2015,10,3
S,PB,2016,11,11
N,BA,1993,4,1
N,DF,2016,12,403
N,,2011,11,26
N,AC,2016,12,152
S,BA,2016,12,51
N,SP,2017,3,2567
N,MT,2016,12,26
N,,2010,5,11
N,,1995,7,5
N,PB,2019,5,257
N,PA,2019,5,711
N,RO,2007,7,2
N,SC,2017,1,244
S,MG,2016,12,14
S,SP,2017,1,71
N,MG,2016,1,3
N,PR,1997,11,1
N,AL,2017,1,29
S,DF,2017,1,1
S,MG,2016,1,1
S,AL,2017,1,2
N,,1991,11,3
N,,2009,7,13
N,BA,2013,12,1
S,PR,2017,2,30
S,PI,2017,2,30
N,PR,1994,5,1
N,AP,2017,2,63
N,,1987,12,6
N,GO,1994,8,1
N,GO,2016,4,11
S,AP,2017,1,1
N,SP,2014,2,5
N,,1998,10,8
N,MT,2017,2,28
N,PB,2013,11,8
S,PE,2017,2,5
N,,2014,3,25
N,BA,2011,11,2
N,PR,2009,7,2
N,,1990,5,4
S,AC,2017,3,14
N,RS,2017,3,223
S,SP,2017,3,103
N,PR,1980,10,1
S,RO,2017,3,20
N,,2017,10,4339
N,,2019,12,4462
N,MT,2017,3,28
S,MA,2017,3,2
N,PR,1992,8,2
N,SP,2014,3,4
N,,2001,3,7
N,RO,2005,8,1
N,PR,2011,8,2
N,,2005,10,6
N,AP,2017,4,38
S,SP,2018,11,188
N,,1997,1,5
S,SE,2017,4,2
N,AP,2017,5,31
S,AP,2017,4,1
N,,2007,3,6
N,PA,2017,5,569
S,RO,2017,5,16
N,PE,2017,9,127
N,RO,1998,4,3
N,,2019,2,3833
N,RO,2003,2,1
N,MG,2017,6,20
N,SP,1936,6,1
N,PR,1989,4,1
S,PI,2017,6,17
N,,1990,10,4
N,,1998,4,6
N,PI,2017,7,142
N,,1999,2,4
N,PA,2014,6,1
N,,1980,5,4
N,SC,2017,7,220
S,PE,2017,7,7
N,RO,2017,7,217
N,PE,2017,7,157
N,PA,2014,9,3
N,SP,2015,7,4
N,MG,2016,6,2
N,PR,2012,9,3
S,MG,2017,7,2
N,,1972,4,1
N,,1977,7,1
N,SE,2018,11,224
S,SC,2017,7,6
N,,2003,11,9
N,PB,2005,5,1
S,PR,2017,8,32
N,PI,2017,8,111
N,,1981,3,3
N,SC,2017,8,242
S,PA,2017,8,63
N,SP,1991,4,3
N,PB,2010,10,1
N,,1999,7,4
N,AC,2012,4,1
N,RS,2014,9,6
S,AP,2017,8,2
N,GO,1976,4,1
N,PR,2010,1,2
N,SP,2012,11,4
N,PB,2017,9,230
S,GO,2017,9,69
N,AL,2017,9,18
N,MT,2010,9,1
N,MA,1997,2,1
N,BA,2019,12,252
N,SE,2017,10,221
N,AC,2017,11,125
N,PB,2017,10,296
N,CE,2008,3,2
N,,1997,2,7
N,AL,2017,10,30
N,SP,1996,3,3
N,,1982,9,3
N,SC,2013,8,1
N,PR,1977,12,2
S,PA,2017,11,68
N,PR,1998,4,1
S,GO,2017,11,72
S,PI,2017,11,16
N,PR,2018,1,1449
S,MA,2018,2,22
S,SP,2018,8,144
N,,2017,12,7708
N,PE,1984,4,1
N,,1996,2,4
N,,1998,11,6
N,SP,2017,12,6803
N,PA,2017,12,494
N,PI,2017,12,147
S,PR,2017,12,28
N,,1965,12,1
N,AC,2014,5,2
N,SP,1974,6,2
N,SP,1991,1,4
N,CE,2018,12,418
N,AL,2017,12,43
S,SE,2017,12,4
N,PR,2005,2,1
N,,1995,4,6
N,PE,2018,1,189
N,MT,2018,1,202
S,AC,2018,1,8
N,,1993,5,5
N,CE,2018,1,635
N,GO,2018,2,714
S,PA,2018,2,61
N,SP,1989,5,2
S,GO,2018,2,67
S,SP,2018,2,156
N,MG,2018,2,263
N,PR,1989,6,1
S,PI,2018,2,17
N,PB,1998,4,1
S,AP,2018,2,2
N,MT,2019,5,240
N,SP,2001,2,2
N,,1980,10,1
S,SP,2018,3,170
S,,2018,3,164
N,PI,2018,3,162
S,TO,2018,1,2
N,,1997,10,7
N,CE,2016,7,4
N,SP,1998,2,1
N,PR,1999,1,1
S,SC,2018,3,8
N,SP,2001,3,2
S,MA,2018,4,15
N,MA,1993,4,1
N,RO,2007,8,1
S,MG,2018,4,8
N,SP,1999,4,1
S,AC,2018,4,20
N,SP,1991,3,2
N,,2000,3,13
N,SP,2015,5,6
N,SP,1992,12,1
S,BA,2018,5,54
N,MT,2018,5,207
N,DF,2018,5,8
N,AL,2019,12,50
S,RS,2018,5,13
N,RS,2015,5,8
N,SP,2018,6,4690
N,SP,1990,7,2
N,,2018,7,3483
N,GO,2018,8,504
N,SP,1999,1,1
N,SP,1995,4,1
N,PR,1987,5,1
N,MA,1998,5,1
N,SC,2018,6,203
S,AP,2018,6,5
S,MA,2018,6,14
N,AC,2018,6,81
N,SP,2010,5,5
N,MT,1996,4,1
N,SP,2000,3,1
N,SP,2001,6,2
N,CE,2015,1,2
N,PR,2007,9,1
N,MG,2018,7,262
S,CE,2018,7,62
S,,2018,7,136
N,SP,1955,11,1
S,PE,2018,7,22
S,SC,2018,7,6
S,SE,2018,7,1
N,SP,1971,4,2
S,PR,2001,3,1
S,AC,2018,8,10
N,DF,2018,8,99
N,,2010,6,9
N,PE,1980,10,1
N,SP,1985,9,1
N,,2008,9,6
S,PE,2018,8,2
N,CE,2018,11,468
N,PI,2018,9,232
N,AL,2018,9,87
N,GO,2018,9,554
N,RS,2018,9,143
N,RS,2018,11,187
S,CE,2018,9,38
N,,1984,6,3
N,,1990,1,3
N,MA,1999,10,1
S,AC,2018,7,1
S,SP,2015,9,1
S,,1996,12,1
N,SE,2012,9,1
N,SC,2019,1,568
N,DF,1979,8,1
N,,1993,4,1
N,RO,2018,10,146
N,PB,2018,10,309
N,RS,2018,10,179
N,RS,2013,12,8
S,PB,2018,10,7
S,PI,2018,10,5
N,,1992,6,4
N,RS,2012,9,1
S,AC,2018,10,7
N,PA,2009,7,4
S,CE,2018,11,39
N,DF,2011,11,1
N,MA,2011,11,1
N,SP,2001,11,1
N,,2000,7,4
N,AC,2018,12,111
N,AP,2018,12,94
N,RS,2008,11,5
N,RS,2010,10,2
N,PR,1994,12,1
N,RS,2013,9,2
S,PI,2018,12,16
N,PR,2007,11,1
N,RS,2013,7,5
N,RS,2015,3,3
S,PB,2018,12,4
N,BA,2019,1,363
S,,2019,1,144
N,SP,1962,8,1
S,PR,2019,1,37
S,AL,2019,1,11
N,MG,1978,2,1
N,PB,2019,2,227
N,CE,2019,6,792
N,RS,2010,12,3
N,PE,1984,9,1
N,CE,2003,7,1
N,SP,1996,9,1
N,MG,1978,12,1
N,RO,2019,3,160
N,PI,2019,3,247
N,MT,2019,3,405
N,SP,1995,11,1
N,RS,1988,3,1
S,RS,2019,3,66
S,MT,2019,3,25
N,SP,1989,1,1
S,CE,2019,3,64
N,MT,2009,5,1
S,SP,1996,3,1
N,AL,1990,9,1
N,MG,1982,4,1
S,SP,2019,4,138
N,MA,2019,4,156
N,MG,2019,4,333
N,SC,2019,4,382
N,AL,1999,9,1
N,DF,2019,4,5
N,CE,1987,9,1
N,AC,1990,11,1
N,PI,2013,10,1
N,CE,2001,3,3
N,PB,2013,4,2
N,SP,1990,6,1
N,SP,1993,11,1
N,MT,2013,3,1
N,RS,2008,4,1
S,SP,2019,5,137
N,PE,2019,5,150
N,TO,2019,4,33
S,SC,2019,5,22
S,PI,2019,5,20
S,RS,2019,5,57
N,MT,2014,3,2
N,MG,1994,8,1
N,RS,2010,4,2
N,MG,1997,3,1
N,CE,2015,6,1
N,MA,1964,10,1
N,CE,1997,10,2
N,CE,1992,6,1
N,GO,2012,12,2
S,GO,2019,6,25
N,SP,2006,7,2
N,RS,2013,3,4
S,AC,2019,6,1
S,BA,2019,6,27
N,AL,1995,11,1
N,SP,1992,11,1
N,AL,2016,6,1
N,RS,1984,5,1
N,SP,1981,11,1
N,MG,1974,4,1
S,GO,2019,7,22
S,PI,2019,7,20
N,SP,2010,7,2
N,SP,2000,6,1
N,MG,1979,9,1
S,PE,2019,7,4
N,RS,2012,1,3
N,,1980,6,2
N,RO,2009,4,1
N,PI,2019,8,421
S,CE,2019,8,81
N,BA,2019,8,239
N,SP,2012,8,3
N,,2007,9,10
N,CE,1987,7,1
N,SC,1978,7,1
N,CE,1982,6,1
N,PR,1978,6,1
N,SP,1980,11,1
N,PR,1992,10,1
N,,2006,11,3
N,MG,1972,10,1
N,PA,2019,9,551
S,PA,2019,9,73
N,AC,2019,9,91
N,DF,2011,5,1
N,AP,2019,9,124
S,AM,2019,9,78
S,PR,2019,9,37
S,,2021,12,836
N,PE,1994,5,1
N,RS,2003,10,1
I,RS,2014,9,1
I,GO,,,1
I,RS,2010,6,1
I,CE,2019,9,2
I,GO,2017,9,1
I,SP,1989,10,1
I,PI,,,1
I,MA,2019,9,2
N,CE,2013,6,3
S,PI,2019,10,14
S,SC,2019,10,42
S,MG,2019,10,155
N,GO,2015,9,1
S,TO,2019,9,2
N,SC,1986,6,1
N,SP,1991,6,2
S,SP,1966,5,1
S,AM,2018,10,1
N,PR,2019,11,729
N,CE,2015,3,1
N,,1967,1,2
N,GO,2019,11,367
N,RS,2019,11,909
S,SP,2019,11,235
N,CE,2005,11,1
S,PA,2019,12,100
S,RS,2019,12,100
N,SE,2020,1,73
N,PI,2020,1,257
N,PI,2019,12,274
N,SE,2019,12,79
S,PR,2019,12,48
N,CE,2020,1,601
N,PE,1970,12,1
S,SE,2019,11,4
N,TO,2019,11,6
N,MG,1997,4,1
S,PA,2020,1,71
S,MS,,,38
N,RN,2019,1,2
N,RN,2019,11,1
N,,1979,11,1
N,SP,2000,1,1
N,MG,1998,3,1
N,MG,1980,12,1
N,RJ,2000,9,1
N,CE,1996,2,1
N,,1956,6,1
N,SP,2020,2,2749
S,RS,2020,2,51
N,RS,2020,2,389
N,PA,2020,2,318
S,PA,2020,2,59
N,RN,2020,2,118
N,AC,2020,2,13
N,,1988,10,2
N,SP,2000,2,3
S,,1979,2,1
N,MG,1992,3,1
N,,1974,12,2
N,,2021,5,4378
N,,2020,11,1285
S,,2021,5,668
S,,2020,12,283
S,,2020,11,179
S,,2020,8,130
N,,2020,4,1060
S,,2020,4,29
S,,2020,5,30
N,,2009,10,5
N,,2002,2,20
N,,2002,10,5
N,,2000,8,4
S,,2011,1,1
N,MG,2021,12,9
N,,2002,12,5
N,,1996,8,2
S,,2008,5,1
N,,2000,4,2
N,,1957,4,1
N,PR,2022,4,16
S,,2022,8,1626
N,RS,2022,8,81
S,,1991,5,1
N,SP,2022,9,3518
S,,2002,7,1
N,MA,2022,8,93
N,GO,2022,9,470
N,RS,2022,10,1085
N,PE,2022,10,439
N,CE,2022,8,140
N,SP,2022,10,3966
N,SC,2022,11,591
N,SE,2022,8,20
N,RS,2022,9,903
N,SC,2022,8,102
N,MA,2022,9,326
N,BA,2022,8,43
N,AL,2022,10,123
N,CE,2022,10,746
N,PE,2022,9,396
S,BA,2022,9,88
N,SE,2022,9,82
S,SP,2022,7,9
N,AC,2022,8,9
N,RJ,2022,10,51
N,BA,2022,9,184
N,ES,2022,9,54
N,SP,2022,2,57
N,SP,2021,8,13
N,CE,2022,3,6
S,PI,2022,10,35
N,RS,2022,3,10
N,RS,2022,1,30
N,MG,2016,3,3
N,SP,1986,9,1
N,CE,2022,6,17
N,PR,2022,3,13
N,MS,2020,3,4
N,PR,2021,5,2
N,SC,2022,5,28
N,MG,2022,2,31
S,SC,2021,12,1
S,AP,2022,10,11
N,SE,2007,6,1
N,MA,2020,9,2
S,RR,2022,9,8
N,MG,1992,1,1
S,SC,2022,7,3
N,RS,2021,12,5
N,RJ,2022,1,1
N,SC,2011,4,1
N,RS,2021,1,3
N,MS,2022,3,9
N,MA,2021,7,3
N,MG,2021,3,3
N,SP,2022,1,37
N,MA,2022,6,3
N,MG,2021,11,11
N,MG,2021,8,14
N,MG,2010,4,1
N,SC,2021,2,4
S,TO,2022,10,16
N,SE,2015,7,7
N,SC,2020,4,6
S,AM,2022,8,1
S,PA,2022,8,2
N,PE,2003,12,1
N,PB,2022,5,1
S,MS,2022,6,2
S,PR,2022,8,4
S,PI,2022,8,2
N,AP,2013,3,1
N,PR,2021,4,3
S,PR,2022,2,1
N,MG,2020,12,1
N,MS,1971,10,1
N,SC,2014,5,2
N,BA,2022,2,2
N,BA,2022,11,211
S,PA,2022,7,3
N,,1993,8,1
N,RS,2020,12,1
N,MG,2021,2,3
N,PR,2020,4,1
N,CE,2021,12,4
N,MS,2018,2,1
S,BA,2022,7,2
S,MS,2021,2,1
N,PA,2009,1,1
S,MS,2021,4,1
N,MG,2016,2,1
N,PE,2021,12,1
N,AP,2022,2,2
N,GO,2022,5,6
N,MS,2015,6,1
N,CE,2021,5,1
S,TO,2022,9,2
S,PB,2022,9,1
S,RS,2022,3,2
N,SC,2022,12,577
N,MS,2022,11,288
N,PI,2022,12,222
N,TO,2022,11,95
S,BA,2022,12,22
N,SE,2021,5,4
N,AM,2022,12,143
N,MG,1980,9,1
S,RN,2022,11,4
S,AP,2022,11,6
S,BA,2022,5,1
N,PA,2012,6,2
N,TO,2022,2,1
N,MG,2011,6,2
N,PA,2020,6,1
N,RO,2022,4,1
N,PR,2021,3,2
N,AC,2021,5,1
N,AM,2016,1,1
N,SP,2002,11,1
N,PE,2022,1,3
N,MG,2020,5,3
N,MA,2002,9,1
S,GO,2022,7,1
N,SP,2023,2,4762
N,,2023,1,3819
N,,2023,2,3279
N,DF,2002,12,14
N,ES,2023,2,66
N,RJ,2023,1,49
N,MG,2015,5,1
S,PA,2023,1,76
S,RS,2023,2,157
N,PA,2023,2,370
N,RN,2023,1,159
S,PA,2023,2,74
S,PB,2023,2,8
S,PE,2023,2,56
N,,1952,6,1
N,PB,2022,2,2
N,MG,2011,9,1
N,SP,2003,8,1
N,MG,2014,7,1
N,SP,2003,5,2
N,SE,2021,4,3
N,SC,2010,8,1
S,RJ,2022,12,1
S,SE,,,3
S,RS,2021,10,1
N,SE,2016,12,2
N,SC,2002,6,1
S,SC,2022,3,1
N,PR,2020,3,1
N,PE,2013,10,1
N,SC,2013,10,2
N,PB,2003,12,1
N,GO,1999,7,1
N,SC,2020,12,1
N,AL,1999,12,1
N,PB,2023,3,109
N,CE,1994,7,1
S,AM,2023,3,18
N,SP,1986,11,1
S,GO,2023,3,36
S,CE,2023,3,22
S,PB,2023,3,16
N,DF,1992,1,1
N,BA,2022,3,3
N,SE,2009,5,1
N,PR,1980,9,1
N,MG,2014,8,1
S,MG,2001,11,1
N,RO,2022,2,1
N,ES,2005,2,1
N,DF,2013,12,1
N,RS,1993,5,1
N,PR,2015,10,134
N,PR,2015,8,44
N,PR,,,12178
N,,2015,12,76
N,PR,2016,2,651
S,PR,2016,4,38
S,PR,,,524
N,PI,,,894
N,PR,2015,1,5
N,,2015,1,45
N,PR,2014,12,8
N,PR,2013,11,7
N,DF,2016,1,3
S,RO,,,105
N,AC,,,819
N,MA,2016,2,165
N,MA,2011,3,1
N,AC,2015,3,2
N,RO,2016,2,23
N,PR,1983,1,1
N,RR,,,6
N,DF,2016,3,1
N,RO,2015,3,16
N,PR,2019,2,1001
N,AL,,,549
N,,2015,9,47
N,MA,2015,2,42
N,PA,2015,7,3
N,SP,2017,9,3989
N,PA,2017,7,588
N,,2014,1,42
N,PR,1988,1,1
N,DF,2016,5,793
N,,2016,5,1035
S,SP,2016,5,21
N,PI,2016,5,77
S,SC,,,359
N,CE,,,4188
S,TO,2016,5,2
N,BA,,,843
S,TO,,,37
S,PB,2016,5,14
N,TO,,,258
N,PR,2014,6,6
N,PR,2017,3,1195
N,GO,,,9366
N,SP,2018,12,4681
N,PR,2018,6,1080
N,RS,2015,7,7
N,,2016,7,1318
N,,2012,10,11
N,PR,1984,9,1
N,SP,2016,8,1164
N,RO,2015,4,6
N,SE,2020,2,107
N,RS,2015,9,13
S,GO,2016,6,30
N,RO,2013,9,5
N,,2018,3,4296
N,PR,2011,12,3
N,RS,2016,7,128
S,SC,2016,7,26
N,RO,2014,10,12
N,AM,2016,7,20
N,PA,1988,10,1
N,PR,2001,8,1
N,PR,2001,11,2
N,,1989,5,4
N,RO,2016,8,305
N,PR,1988,7,1
N,SC,2016,8,272
N,PB,2016,2,10
N,GO,2016,1,3
N,BA,2016,8,173
N,,1991,5,3
N,PR,1982,6,3
N,,2012,8,20
N,GO,2016,9,501
N,AC,2016,9,117
N,PA,2016,9,608
N,,1991,6,1
S,RS,2016,9,7
S,TO,2016,9,4
N,SE,2017,5,149
N,PR,2009,4,3
S,SC,2016,9,26
N,,2013,1,36
N,,2006,4,3
N,RO,2014,4,4
N,PR,2005,5,1
S,SP,2016,9,13
N,SP,2019,2,4318
S,MG,2016,9,1
S,PE,,,812
N,PR,2004,11,1
N,GO,2018,5,654
N,PI,2016,10,109
S,PI,2016,10,27
N,PE,2016,10,170
N,AC,1985,5,1
N,TO,2016,10,2
S,,2014,12,1
N,RO,2010,3,1
S,SE,2016,10,6
N,,2008,2,9
N,BA,2016,11,240
N,SC,2016,11,286
N,RS,2010,6,3
N,AP,2016,11,72
N,PB,2010,12,1
S,BA,2011,11,1
N,RS,2003,11,1
S,PB,2016,10,4
N,BA,2014,11,2
N,RS,2011,7,1
S,AC,2016,11,7
N,RS,2008,10,3
N,,2012,7,12
N,SP,2017,1,1668
N,PI,2017,3,127
N,RO,2011,7,1
S,GO,2016,12,54
S,AC,2016,12,10
S,AP,2016,12,1
N,GO,1977,1,1
S,GO,2017,1,84
S,PR,2017,1,46
N,PE,2016,1,4
N,PR,2014,1,9
S,PR,2014,1,3
N,MA,2014,3,4
S,AC,2017,1,8
N,,2007,4,8
N,RO,2010,10,1
N,,2009,5,12
N,RO,2013,12,3
N,AC,2017,2,158
N,,1988,7,5
N,,1983,1,2
N,PB,2012,6,4
N,GO,2019,5,479
N,PR,2017,4,1130
N,PB,2017,4,209
N,DF,2017,3,330
S,PI,2017,3,35
S,AP,2017,3,3
N,PB,2012,8,2
N,,1992,8,4
N,PA,1992,3,1
N,SP,2013,3,1
S,SC,2017,4,22
N,SP,1967,11,1
N,,1998,8,8
S,SP,2017,4,42
N,,1974,3,2
S,PR,2017,4,49
S,PE,2017,4,3
N,RR,2017,4,3
S,MG,2017,4,11
N,PR,2011,1,3
N,SP,2014,4,8
N,PI,2015,4,1
N,PB,2017,5,277
N,RS,2016,2,7
N,PI,2017,5,165
N,PR,2017,6,1016
N,GO,2017,5,496
S,SP,2017,5,84
N,,2004,1,11
N,PB,2017,7,241
S,AL,2017,5,18
N,AL,2017,5,24
N,MA,2017,5,251
N,PA,2014,5,1
N,,2007,5,5
N,,2008,6,6
N,CE,2017,5,210
N,PR,2017,7,1020
N,PE,2017,6,171
N,RS,2017,6,150
N,BA,2017,6,234
S,AL,2017,6,1
N,,1999,12,3
S,SC,2017,6,20
N,CE,2016,5,7
N,SP,2011,10,3
S,AP,2017,6,2
N,CE,2016,2,1
N,RS,2007,1,2
N,MA,2017,7,198
N,AP,2017,7,20
S,RS,2017,7,4
N,BA,2017,8,229
S,RO,2017,7,11
S,CE,2017,7,34
S,AC,2017,7,12
N,PB,2012,11,3
N,RS,2012,2,4
N,PB,1995,6,1
S,PB,2017,7,3
N,PR,1998,1,1
N,BA,1992,7,1
N,,2010,4,11
N,SP,1987,7,1
N,PR,1989,2,1
N,PR,1999,3,2
N,PB,2017,8,264
N,PR,2005,1,1
N,PR,2007,12,3
S,MG,2017,8,10
S,PB,2017,8,6
N,CE,2005,7,1
S,RS,2017,8,4
N,CE,2016,11,2
N,,2011,12,15
S,RO,2017,9,7
S,BA,2017,9,77
N,SP,1995,10,2
N,MT,2015,10,2
N,CE,2006,8,2
N,PR,1973,11,1
N,CE,2017,2,10
N,SP,1964,10,1
N,,2004,6,7
N,SP,1988,1,1
N,SP,1995,7,2
N,PE,2017,10,198
S,AC,2017,9,4
N,TO,2017,10,20
N,,2019,8,5153
N,AC,2017,10,89
S,BA,2017,10,58
N,SP,1977,9,1
N,,1970,8,3
S,AP,2017,10,2
S,PB,2017,10,2
S,RS,2017,10,7
N,SP,1983,8,2
N,MT,1999,10,1
N,,1992,12,3
S,SP,2017,11,310
N,,2002,4,8
N,PR,1992,2,1
N,CE,2017,11,642
N,MA,2017,11,158
N,SP,2011,11,7
S,RO,2017,11,5
S,TO,2017,11,2
N,,1982,4,4
N,,1984,3,5
N,SP,2010,6,2
N,PA,2014,11,2
N,CE,2010,11,2
S,SP,2017,12,270
S,PA,2017,12,57
N,DF,2017,12,180
S,BA,2017,12,35
N,RS,2017,12,238
N,PB,2017,12,245
S,CE,2017,12,45
S,GO,2017,12,57
N,SP,2019,12,4998
S,PI,2017,12,28
N,,1996,9,1
N,SP,1996,7,4
N,,1981,1,1
S,MG,2017,12,8
N,BA,1982,3,1
N,,1985,6,3
N,,1979,4,1
N,CE,2015,12,2
N,,1979,6,1
N,,1985,8,2
N,BA,2018,1,265
S,RO,2018,1,11
N,,1994,8,4
N,PR,2010,2,2
N,AP,2018,1,59
S,MT,2018,1,19
N,PE,2014,1,2
N,PR,1992,12,1
S,SC,2018,1,8
S,AL,2018,1,2
N,,1991,8,2
S,AP,2018,1,3
N,SC,2019,5,441
N,BA,1942,2,1
N,DF,2014,8,3
N,PA,2018,2,514
N,RO,2018,2,135
N,SC,2018,2,160
N,PI,2018,2,126
N,DF,2018,2,23
N,MT,2016,1,1
S,CE,2018,2,36
S,MG,2018,2,7
N,CE,2006,2,1
N,GO,2002,1,1
S,MT,2018,2,9
N,CE,2018,3,546
S,MT,2018,3,20
N,PB,2018,3,322
S,PA,1989,1,1
N,PR,2008,7,1
N,PA,1969,1,1
N,PB,1998,11,1
N,SP,1999,8,1
N,,1984,12,2
N,,2018,8,4142
N,CE,1998,3,1
N,PR,1987,10,2
S,,2018,4,143
S,PE,2018,4,11
N,AC,2018,4,123
N,MT,2018,4,196
N,RO,2010,2,1
N,,1977,3,2
N,PR,1998,10,1
N,CE,2006,11,2
N,PB,2007,7,1
N,TO,2018,4,41
N,GO,2000,1,1
N,RS,1994,2,1
S,RO,2018,5,5
N,AL,2018,5,28
S,CE,2018,5,35
N,AL,1997,5,1
S,SC,2018,5,7
S,PB,2018,5,3
N,,1976,3,3
N,MA,1984,6,1
S,PA,2018,6,70
N,MG,2018,6,293
N,BA,2018,6,241
N,PI,2018,6,179
S,RS,2018,6,12
N,RS,2010,7,1
N,MT,2018,6,176
N,DF,2018,6,10
S,CE,2018,6,49
N,PR,2006,1,1
N,SP,1989,2,2
S,SP,1985,6,1
N,GO,1994,12,1
N,SP,1988,4,1
N,GO,2012,2,2
N,MA,2018,7,194
N,PB,2000,8,1
N,AP,1993,10,1
S,AL,2018,7,7
S,SP,2023,1,247
N,,1990,6,4
N,MA,2018,8,227
S,,2018,8,172
N,TO,2018,8,57
S,PI,2018,8,6
N,SP,1986,10,2
N,PI,2012,12,1
N,PR,2010,9,2
N,MT,1997,1,1
N,SP,1988,9,2
N,PR,2018,11,1126
N,,2018,11,3393
N,BA,2018,9,291
S,,2018,9,140
N,MA,2018,9,260
S,MA,2018,9,6
N,AC,2018,9,56
N,,1979,9,2
N,CE,2010,9,1
N,SC,2015,9,1
N,MA,1988,4,1
N,GO,2000,9,1
N,MA,1986,8,2
S,MT,2018,10,15
S,MG,2018,10,23
N,GO,1994,10,1
S,AL,2018,10,3
N,SP,2012,10,3
S,PI,1989,7,1
N,MG,2010,10,1
S,AP,2018,10,5
N,AC,2018,11,113
N,MG,2018,11,454
S,SC,2018,11,26
S,MG,2018,11,24
S,RS,2018,11,3
N,MT,2005,1,1
N,,2010,7,8
N,PE,2018,12,152
N,DF,2018,12,31
S,PA,2018,12,30
N,AC,1998,12,1
N,SP,1981,5,2
N,RS,2011,1,1
N,RS,2015,4,2
N,SP,2008,9,1
N,RO,2004,9,1
N,MA,2019,1,230
N,GO,1985,2,1
N,TO,2019,1,14
N,PE,2019,1,157
N,MT,1992,3,1
N,GO,2003,7,1
N,GO,1997,1,1
N,PA,2019,2,632
S,GO,2019,2,31
N,PI,2019,2,251
N,AP,2019,2,93
N,RS,2001,5,3
S,MT,2015,12,1
S,AL,2019,2,16
N,,2022,6,14562
N,RS,2019,7,1142
N,CE,1989,10,2
S,MT,2017,3,1
N,,2000,12,7
N,CE,2019,3,811
N,MA,2019,3,241
S,,2008,6,1
S,PB,2019,3,2
N,SP,2022,7,159
N,AL,2019,4,118
N,PA,2019,4,636
S,GO,2019,4,35
N,SP,1982,2,1
S,RS,2019,4,65
S,SC,2019,4,36
S,MA,2019,4,11
S,MT,2019,4,9
N,SP,1987,5,1
S,DF,2019,3,1
N,GO,2011,8,1
N,PI,2014,2,1
N,GO,2012,4,1
N,RS,1999,7,1
N,MA,1995,6,1
N,GO,2009,9,1
N,CE,2019,5,961
N,MG,2019,5,535
N,PA,2011,4,1
N,MG,1994,10,1
N,SP,1976,12,1
S,PI,2013,10,1
N,,1979,7,3
